,business_dba,business_type,location_1,location_1_location,latitude,longitude
181,BAR LOUIE #1202 (ZONA ROSA),RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.661557, 39.250515]}",8600 NW PRAIRIE VIEW ROAD 64153-,39.250515,-94.661557
182,PIZZA SHOPPE #2,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.457193, 39.246088]}",8584 N CHURCH ROAD 64157,39.246088,-94.457193
183,"BLUE ROOM, THE",TAVERN,"{'type': 'Point', 'coordinates': [-94.56314, 39.091228]}",1616 E 18TH STREET 64108,39.091228,-94.56314
184,ENGLE MOTORS,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.504281, 39.093684]}",6633 TRUMAN ROAD 64126-,39.093684,-94.504281
185,BARRY ROAD PHILLIPS 66,PACKAGE,"{'type': 'Point', 'coordinates': [-94.6519, 39.247048]}",6250 NW BARRY ROAD 64154-,39.247048,-94.6519
186,CARIBE TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.560546, 39.172326]}",4252 NE DAVIDSON AVENUE 64116-,39.172326,-94.560546
187,JON RUSSELL'S BBQ,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.607936, 38.889047]}",13145 STATELINE ROAD 64145-,38.889047,-94.607936
188,COST PLUS WORLD MARKET,PACKAGE,"{'type': 'Point', 'coordinates': [-94.592929, 39.052124]}",535 WESTPORT ROAD 64111,39.052124,-94.592929
189,BAR LOUIE #1102,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.582101, 39.097181]}",101 E 14TH STREET 64106-,39.097181,-94.582101
190,"SPOT TIRE SHOP,THE",TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.560287, 38.972788]}",2400 E 85TH STREET 64132-,38.972788,-94.560287
191,ATLAS CAB COMPANY,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.588394, 39.108747]}",303 BROADWAY STREET 64105-,39.108747,-94.588394
192,DAVE'S STAGECOACH INN,TAVERN,"{'type': 'Point', 'coordinates': [-94.589533, 39.053798]}",316 WESTPORT ROAD 64111,39.053798,-94.589533
193,KNOCKOUT CHICKEN & FISH,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.563322, 39.090778]}",1827B VINE STREET 64108-,39.090778,-94.563322
194,MR. AUTO,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.5286, 39.105588]}",4514 INDEPENDENCE AVENUE 64124-,39.105588,-94.5286
195,CHILI'S GRILL &  BAR,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.655828, 39.245838]}",8350 NW ROANRIDGE ROAD 64151-,39.245838,-94.655828
196,BEN'S TRANSPORTATION SERVICE,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.680003, 39.249944]}",8719 NW 86th STREET 64153-,39.249944,-94.680003
197,OLIVE GARDEN #1170,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.58736, 39.246528]}",500 NW BARRY ROAD 64155,39.246528,-94.58736
198,DAY AND NIGHT TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.449615, 39.228026]}",1709 WINDSOR LANE 64068-,39.228026,-94.449615
199,LOS COMPADRES AUTO SALES,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.5111, 39.093908]}",6016 E TRUMAN ROAD 64126-,39.093908,-94.5111
200,"MIXX, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.587073, 39.038896]}",4855 MAIN STREET 64112-,39.038896,-94.587073
201,"SUNDRY B,THE",PACKAGE,"{'type': 'Point', 'coordinates': [-94.584706, 39.092622]}",1706 BALTIMORE 64108-,39.092622,-94.584706
202,"BARSTOW SCHOOL, THE",NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.607946, 38.920016]}",11511 STATE LINE ROAD 64114-,38.920016,-94.607946
203,NORTHLAND NEIGHBORHOODS,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.543833, 39.188095]}",3015 VIVION ROAD 64119-,39.188095,-94.543833
204,NOVA GREEN RECYCLING,SECONDARY METAL RECYCLER,"{'type': 'Point', 'coordinates': [-94.533015, 39.096768]}",1301 JACKSON AVENUE 64127-,39.096768,-94.533015
205,KANSAS CITY REPERTORY  THEATRE,TAVERN,"{'type': 'Point', 'coordinates': [-94.580655, 39.036561]}",4949 CHERRY STREET 64110-,39.036561,-94.580655
206,DOMINIC'S FAST ITALIAN,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.652911, 39.209841]}",6209 NW 63RD TERRACE 64151-,39.209841,-94.652911
207,HY-VEE #2 GAS STATION & GROCERY.,PACKAGE,"{'type': 'Point', 'coordinates': [-94.579007, 39.195784]}",207 ENGLEWOOD ROAD 64118-,39.195784,-94.579007
209,GAS-MART USA #104,PACKAGE,"{'type': 'Point', 'coordinates': [-94.461251, 39.244583]}",9901 BARRY ROAD 64157-,39.244583,-94.461251
210,GARCIA'S TIRE SHOP,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.537762, 39.09418]}",5833 TRUMAN ROAD 64127-,39.09418,-94.537762
211,TARGET STORE T-1455,PACKAGE,"{'type': 'Point', 'coordinates': [-94.468671, 39.244742]}",9220 NE BARRY ROAD 64158-,39.244742,-94.468671
212,GOVERNOR STUMPY'S BAR AND GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.585362, 38.999201]}",321 E GREGORY BLVD 64114,38.999201,-94.585362
213,EM CHAMAS BRAZILIAN GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.65135, 39.209354]}",6101 63RD TERRACE 64151-,39.209354,-94.65135
214,"GRANFALLOON, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.594656, 39.040029]}",608 WARD PARKWAY 64112-,39.040029,-94.594656
215,GK ENERGY,PACKAGE,"{'type': 'Point', 'coordinates': [-94.643401, 39.210493]}",5401 64TH STREET 64151-,39.210493,-94.643401
216,SPEEDY'S FOOD & LIQUOR MART,PACKAGE,"{'type': 'Point', 'coordinates': [-94.551592, 39.102463]}",2519 E 9TH STREET 64124,39.102463,-94.551592
217,TRIDEL FOOD MART #1,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583336, 38.926293]}",11050 HOLMES ROAD 64131-,38.926293,-94.583336
218,CROSS-MIDWEST TIRE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.538282, 39.127503]}",3527 GARDNER AVENUE 64120-,39.127503,-94.538282
219,WAL-MART SUPERCENTER #2955,PACKAGE,"{'type': 'Point', 'coordinates': [-94.60646, 38.886503]}",1701 W 133RD STREET 64145,38.886503,-94.60646
220,CVS/PHARMACY #8578,PACKAGE,"{'type': 'Point', 'coordinates': [-94.556236, 39.012052]}",6300 PROSPECT AVENUE 64132-,39.012052,-94.556236
221,"BRICK, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.580075, 39.092349]}",1727 MCGEE STREET 64108,39.092349,-94.580075
222,CHRISTIAN BROTHERS  AUTOMOTIVE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.629541, 39.246658]}",4200 BARRY ROAD 64154-,39.246658,-94.629541
223,MIKE KELLY'S WESTSIDER,TAVERN,"{'type': 'Point', 'coordinates': [-94.604303, 39.050103]}",1515 WESTPORT ROAD 64111,39.050103,-94.604303
224,BRIO TUSCAN  GRILLE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.594549, 39.041408]}",502 NICHOLS DRIVE 64112-,39.041408,-94.594549
225,EXPRESS MART OF LONGVIEW,PACKAGE,"{'type': 'Point', 'coordinates': [-94.510092, 38.915203]}",7007 LONGVIEW ROAD 64134,38.915203,-94.510092
226,PICK-N-PULL.,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.492209, 39.105349]}",7700 E WINNER ROAD 64125-,39.105349,-94.492209
227,WALGREENS #4235,PACKAGE,"{'type': 'Point', 'coordinates': [-94.594355, 38.992042]}",7500 WORNALL ROAD 64114-,38.992042,-94.594355
228,SUMMIT GRILL AND BAR,TAVERN,"{'type': 'Point', 'coordinates': [-94.59542, 38.992532]}",500 75TH STREET 64114-,38.992532,-94.59542
229,"MASQUERADE LLC, THE",AMUSEMENT,"{'type': 'Point', 'coordinates': [-94.584076, 39.071549]}",3027 WALNUT 64108-,39.071549,-94.584076
230,MARIA BONITA,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.516053, 39.105101]}",4803 INDEPENDENCE AVENUE 64123-,39.105101,-94.516053
231,AMERICAN CANCER SOCIETY,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.591166, 39.100723]}",1100 PENNSYLVANIA 64105-,39.100723,-94.591166
232,MOONLIGHT SUSHI & GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.465476, 39.247319]}",8678 FLINTLOCK ROAD 64157-,39.247319,-94.465476
233,CODA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.588876, 39.091222]}",1744 BROADWAY BLVD 64108-,39.091222,-94.588876
234,RC'S RESTAURANT AND LOUNGE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.591539, 38.882678]}",330 E 135TH STREET 64145,38.882678,-94.591539
235,"LEVEE, THE",TAVERN,"{'type': 'Point', 'coordinates': [-94.586783, 39.049395]}",16-18 W 43RD STREET 64111-,39.049395,-94.586783
236,BLUE NILE CAFE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.581635, 39.108587]}",20 E 5TH STREET 64106,39.108587,-94.581635
237,"GOLDEN OX, THE",RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.605025, 39.093612]}",1600 GENESSEE 64102,39.093612,-94.605025
238,PAYDAY LOAN COMPANY #1,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.590715, 39.057804]}",3800 BROADWAY 64111-,39.057804,-94.590715
240,PORTER AUTO SALVAGE II,SALVAGE YARD,"{'type': 'Point', 'coordinates': [-94.517631, 39.065396]}",3231 STADIUM DRIVE 64128-,39.065396,-94.517631
241,MOONLIGHT JAPANESE STEAKHOUSE & SUSHI,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.652001, 39.252551]}",8634 BOARDWALK AVENUE 64154-,39.252551,-94.652001
242,JULEP,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.590506, 39.0517]}",4141 PENNSYLVANIA AVENUE 64111-,39.0517,-94.590506
243,NICK & NINO'S  TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.668643, 39.275988]}",10015 N AMBASSADOR DRIVE 64153-,39.275988,-94.668643
244,ADVANCE AMERICA #5762...,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.483568, 39.009683]}",8666 63RD STREET 64133-4725,39.009683,-94.483568
245,OFF-KEY KARAOKE / LOCAL PIG,TAVERN,"{'type': 'Point', 'coordinates': [-94.591786, 39.052719]}",510 WESTPORT 64111-,39.052719,-94.591786
246,DAVLIN SERVICES,DAY LABOR,"{'type': 'Point', 'coordinates': [-94.578985, 39.08945]}",1901 OAK STREET 64108-,39.08945,-94.578985
247,PF CHANG'S CHINA BISTRO,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.58859, 39.042258]}",102 W 47TH STREET 64112,39.042258,-94.58859
248,CROFT TRAILER SUPPLY,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.524441, 39.094113]}",4933 TRUMAN ROAD 64127-,39.094113,-94.524441
249,TOOL SHED LOUNGE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.401229, 39.035028]}",14940 E US 40 HIGHWAY 64136-,39.035028,-94.401229
250,FIRESTONE COMPLETE AUTO CARE #5,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.594136, 39.247831]}",8431 MADISON AVENUE 64155-,39.247831,-94.594136
251,T & E  TIRE  SERVICE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.523345, 39.140677]}",4980 STILLWELL 64120-,39.140677,-94.523345
252,WALMART STORE #2857,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.654, 39.252412]}",8551 BOARDWALK AVENUE 64154-,39.252412,-94.654
254,CROSSTOWN CAB COMPANY,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.532345, 39.100496]}",1001 SPRUCE AVENUE 64127-0000,39.100496,-94.532345
255,CHECKSMART 3,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.577569, 39.068938]}",600 E LINWOOD BLVD 64109-,39.068938,-94.577569
256,ARNONE'S CAR CENTER,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.563766, 39.104872]}",702 PASEO BLVD 64106-,39.104872,-94.563766
257,ON THE BORDER,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.656172, 39.245736]}",8340 NW ROANRIDGE ROAD 64151-,39.245736,-94.656172
258,JAY WOLFE AUTO OUTLET,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.58087, 39.246419]}",10 NW BARRY ROAD 64155-,39.246419,-94.58087
259,EXPRESS STOP,PACKAGE,"{'type': 'Point', 'coordinates': [-94.515092, 39.105085]}",5712 INDEPENDENCE AVENUE 64123-,39.105085,-94.515092
260,CHARM CITY TRANSPORTATION,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.468142, 38.963259]}",8812 EVANSTON WAY 64138-,38.963259,-94.468142
261,NTB #779,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.604689, 38.906937]}",13521 MADISON AVENUE 64145-,38.906937,-94.604689
262,CAFE HA TIEN,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.605482, 38.941985]}",1032 W 103RD 64114-,38.941985,-94.605482
263,BUFFALO WILD WINGS GRILL & BAR.,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.661091, 39.247769]}",8441 NW PRAIRIE VIEW ROAD 64153-,39.247769,-94.661091
265,NICK AND JAKE'S ON MAIN,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.587255, 39.035489]}",5031 MAIN STREET 64112-,39.035489,-94.587255
266,CONOCO PHILLIPS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.524582, 38.925377]}",10921 HICKMAN MILLS DRIVE 64137-,38.925377,-94.524582
268,NATHAN F. LAMAR MEMORIAL POST 5606,TAVERN,"{'type': 'Point', 'coordinates': [-94.513516, 39.193021]}",5406 NE OAK RIDGE ROAD 64119-,39.193021,-94.513516
269,ACE AUTO  LLC,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.493738, 39.065009]}",7300 US 40 HIGHWAY 64129-,39.065009,-94.493738
270,AMERICAN CASH ADVANCE 2,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.576521, 38.991561]}",1025 E 75TH STREET 64131-,38.991561,-94.576521
271,MISSOURI TITLE LOANS,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.550438, 39.185262]}",2526 NE VIVION ROAD 64118-,39.185262,-94.550438
272,NORTHLAND TAXI COMPANY,TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.577386, 39.132441]}",1303 SWIFT STREET 64116-,39.132441,-94.577386
273,WHATSOEVER COMMUNITY CENTER,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.503307, 39.097222]}",1201 EWING 64126-,39.097222,-94.503307
274,CVS/PHARMACY #8590,PACKAGE,"{'type': 'Point', 'coordinates': [-94.593863, 38.992293]}",315 75TH STREET 64114-,38.992293,-94.593863
275,TEOCALI MEXICAN RESTAURANT & CANTINA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.576056, 39.081013]}",2512 HOLMES ROAD 64108-,39.081013,-94.576056
276,ACAPULCO AUTO SALES,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.516944, 39.034517]}",5804 BLUE PARKWAY 64129-,39.034517,-94.516944
277,ST. PIUS X HIGH SCHOOL .,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.561361, 39.171999]}",1500 NE 42ND TERRACE 64116-,39.171999,-94.561361
278,7-ELEVEN STORE #13266C,PACKAGE,"{'type': 'Point', 'coordinates': [-94.532285, 38.92395]}",11107 GRANDVIEW ROAD 64137-,38.92395,-94.532285
279,LUKAS LIQUORS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.601327, 38.88224]}",13657 WASHINGTON STREET 64145,38.88224,-94.601327
280,CVS/PHARMACY #8583,PACKAGE,"{'type': 'Point', 'coordinates': [-94.572745, 39.044597]}",4531 TROOST AVENUE 64110-,39.044597,-94.572745
281,AIXOIS,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.584055, 39.027514]}",301 E 55TH STREET 64113,39.027514,-94.584055
282,METRO THRIFTWAY,PACKAGE,"{'type': 'Point', 'coordinates': [-94.56784, 39.013016]}",1616 E 63RD STREET 64110-,39.013016,-94.56784
283,PICK N PULL AUTO DISMANTLERS,SALVAGE YARD,"{'type': 'Point', 'coordinates': [-94.489494, 39.093496]}",8012 TRUMAN ROAD 64126-,39.093496,-94.489494
284,BISHOP SPENCER PLACE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.596976, 39.049488]}",4301 MADISON AVENUE 64111-,39.049488,-94.596976
285,PEAK PERFORMANCE ENTERPRISE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.595418, 38.9678]}",8826 WORNALL 64114-,38.9678,-94.595418
286,PONAKS TAVERN,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.602933, 39.075662]}",2856 SOUTHWEST BLVD 64108,39.075662,-94.602933
287,COURTYARD BY MARRIOTT- 2,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.671732, 39.272374]}",7901 TIFFANY SPRINGS PARKWAY 64153,39.272374,-94.671732
288,CAROLLO GOURMET GROCERY & DELI,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583124, 39.109881]}",9 E 3RD STREET 64106-,39.109881,-94.583124
289,AMIGONI URBAN WINERY,TAVERN,"{'type': 'Point', 'coordinates': [-94.604809, 39.09628]}",1505 GENESSEE 64102-,39.09628,-94.604809
290,JAX FISH HOUSE KC,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.597496, 39.040137]}",4814 ROANOKE PARKWAY 64112-,39.040137,-94.597496
291,"FRIENDS OF THE RIVER, THE  (INACTIVE)",NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.581625, 39.084819]}",2345 GRAND STREET 64108-,39.084819,-94.581625
292,BLUE RIDGE MEMORIAL POST #9997,TAVERN,"{'type': 'Point', 'coordinates': [-94.502323, 39.108304]}",6801 WILSON ROAD 64125,39.108304,-94.502323
293,ASKEW INN,TAVERN,"{'type': 'Point', 'coordinates': [-94.53889, 39.105898]}",3600 INDEPENDENCE AVENUE 64124,39.105898,-94.53889
294,HISPANIC CHAMBER OF COMMERCE,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.584636, 39.094412]}",1600 BALTIMORE AVENUE 64108-,39.094412,-94.584636
295,GEE TIRE,TIRE HAULER,"{'type': 'Point', 'coordinates': [-95.948087, 39.134491]}",415 E ANDERSON STREET 66533-,39.134491,-95.948087
296,PDQ PAYDAY LOANS,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.5142, 39.093988]}",5800 TRUMAN ROAD 64126-,39.093988,-94.5142
297,CHRIST THE KING CHURCH,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.59315, 39.013724]}",8500 WORNALL ROAD 64113-,39.013724,-94.59315
298,TOMFOOLERIES  (Plaza),RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.59427, 39.042419]}",612 W 47TH STREET 64112,39.042419,-94.59427
299,GUADALUPE CENTERS,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.596911, 39.085933]}",1015 AVENIDA CESAR E. CHAVEZ 64108-,39.085933,-94.596911
300,"ABE'S TRANSPORTATION ,LLC",TLS VEHICLE,"{'type': 'Point', 'coordinates': [-94.592258, 39.236698]}",7912 N HOLLY STREET 64118-,39.236698,-94.592258
301,CVS/PHARMACY #5635,PACKAGE,"{'type': 'Point', 'coordinates': [-94.583465, 38.924773]}",11124 HOLMES ROAD 64131-,38.924773,-94.583465
302,QUIK TRIP #225,PACKAGE,"{'type': 'Point', 'coordinates': [-94.596631, 39.246314]}",1251 NW BARRY ROAD 64155-,39.246314,-94.596631
303,AWAZE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.585575, 39.065069]}",3415 MAIN 64111-,39.065069,-94.585575
304,NELSON'S ISLAND,PACKAGE,"{'type': 'Point', 'coordinates': [-94.531489, 39.101887]}",4303 E 9TH STREET 64124,39.101887,-94.531489
306,PROSPECT PARTY SHOP,PACKAGE,"{'type': 'Point', 'coordinates': [-94.555056, 39.029112]}",5314 PROSPECT AVENUE 64130-,39.029112,-94.555056
307,CLASSIQUE WINES,WHOLESALER,"{'type': 'Point', 'coordinates': [-90.337372, 38.608588]}",8210 EXCHANGE WAY 63144-,38.608588,-90.337372
308,OLIVERS GROCERIES & LIQUORS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.553862, 39.098923]}",2301 E 12TH STREET 64127-,39.098923,-94.553862
309,TIRES-4-LESS-U-CART,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.52805, 39.098068]}",4608 E 12TH STREET 64127-,39.098068,-94.52805
310,CVS/PHARMACY #8556,PACKAGE,"{'type': 'Point', 'coordinates': [-94.644011, 39.210548]}",5440 64TH STREET 64151-,39.210548,-94.644011
311,HEART OF AMERICA GOLF COURSE,TAVERN,"{'type': 'Point', 'coordinates': [-94.527417, 38.986636]}",7501 BLUE RIVER ROAD 64132,38.986636,-94.527417
312,MR T'S LIQUORS,PACKAGE,"{'type': 'Point', 'coordinates': [-94.58591, 39.19622]}",416 NW ENGLEWOOD ROAD 64118,39.19622,-94.58591
313,BIG BROTHERS BIG SISITERS OF GREATER KC,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.591536, 39.056283]}",3908 WASHINGTON 64111-,39.056283,-94.591536
314,7-ELEVEN  #26590E,PACKAGE,"{'type': 'Point', 'coordinates': [-94.549005, 39.171181]}",4251 NE ANTIOCH ROAD 64117-,39.171181,-94.549005
315,WHITLEY AUTO WORKS,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.554705, 39.033529]}",5101 PROSPECT 64130-,39.033529,-94.554705
316,GRINDER'S PIZZA,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.589095, 39.091033]}",415-417 18TH STREET 64108,39.091033,-94.589095
317,39TH STREET MARKET.,PACKAGE,"{'type': 'Point', 'coordinates': [-94.606784, 39.057354]}",1850 39TH STREET 64111-,39.057354,-94.606784
318,OUR LADY OF PERPETUAL HELP,NON PROFIT ORGINIZATION,"{'type': 'Point', 'coordinates': [-94.590106, 39.066978]}",3333 BROADWAY 64111-,39.066978,-94.590106
319,"BETTER CHEDDAR, THE",PACKAGE,"{'type': 'Point', 'coordinates': [-94.594105, 39.040602]}",604 48TH STREET 64112,39.040602,-94.594105
320,CASH AMERICA PAWN OF KANSAS CITY #1,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.585895, 39.060603]}",3636 MAIN STREET 64111-,39.060603,-94.585895
321,VALUE AUTO CLINIC,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.578645, 39.074988]}",2819 GILLHAM ROAD 64108-,39.074988,-94.578645
322,BLUE RIDGE TIRE & AUTO,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.520288, 38.910671]}",11732 BLUE RIDGE BLVD 64134-,38.910671,-94.520288
323,LIDIA'S,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.584991, 39.087739]}",101 W 22ND STREET 64108,39.087739,-94.584991
324,GRANITE CITY FOOD & BREWERY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.661104, 39.248072]}",8461 PRAIRIE VIEW ROAD 64153-,39.248072,-94.661104
325,COUNTY BEVERAGE COMPANY,WHOLESALER,"{'type': 'Point', 'coordinates': [-94.363429, 38.895807]}",1290 HAMBLEN ROAD 64081-,38.895807,-94.363429
326,NIECIE'S RESTAURANT & LOUNGE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.578956, 38.973735]}",927 E 85TH STREET 64131-,38.973735,-94.578956
327,PAYLESS CHECK CASHING,SHORT TERM LOAN,"{'type': 'Point', 'coordinates': [-94.508229, 38.934608]}",10408 BLUE RIDGE BLVD 64134-,38.934608,-94.508229
328,IL LAZZARONE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.584203, 39.10832]}",412 DELAWARE AVENUE 64105-,39.10832,-94.584203
329,OUTBACK STEAKHOUSE #2651,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.66193, 39.247058]}",7006 NW BARRY ROAD 64153-,39.247058,-94.66193
331,SOUTH KC TIRE,TIRE DEALER,"{'type': 'Point', 'coordinates': [-94.557538, 38.979041]}",8105 HICKMAN MILLS DRIVE 64132-,38.979041,-94.557538
332,FORTY2 RESTAURANT&LOUNGE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.544723, 39.048907]}",4244-46 INDIANA AVENUE 64130-,39.048907,-94.544723
333,PLAZA III STEAKHOUSE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.593839, 39.04046]}",4749 PENNSYLVANIA AVENUE 64112,39.04046,-94.593839
335,PAUL'S LIQUOR AND GROCERY,PACKAGE,"{'type': 'Point', 'coordinates': [-94.568045, 39.026523]}",5506 PASEO BLVD 64110,39.026523,-94.568045
336,7-ELEVEN STORE #20849L,PACKAGE,"{'type': 'Point', 'coordinates': [-94.494411, 38.951724]}",8105 BANNISTER ROAD 64134-,38.951724,-94.494411
337,ABUELO'S MEXICAN FOOD EMBASSY,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.661105, 39.24989]}",8541 PRAIRIE VIEW ROAD 64153,39.24989,-94.661105
338,CHELLY'S CAFE,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.593976, 38.974174]}",214 85TH STREET 64114,38.974174,-94.593976
339,ALDI #32,PACKAGE,"{'type': 'Point', 'coordinates': [-94.466279, 39.242678]}",8251 OXFORD AVENUE 64158-1600,39.242678,-94.466279
340,CALIFORNOS,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.59072, 39.051875]}",4124 PENNSYLVANIA AVENUE 64111,39.051875,-94.59072
341,LEON'S THRIFTWAY,PACKAGE,"{'type': 'Point', 'coordinates': [-94.53265, 39.054778]}",4400 E 39TH STREET 64128,39.054778,-94.53265
342,DRUNKEN WORM,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.602822, 39.057175]}",1405 39TH STREET 64111-,39.057175,-94.602822
344,DIRTY BIRD BAR & GRILL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.482226, 39.003932]}",6600 BLUE RIDGE BLVD 64133-,39.003932,-94.482226
345,7-ELEVEN STORE #22931F,PACKAGE,"{'type': 'Point', 'coordinates': [-94.50775, 38.931356]}",10615 BLUE RIDGE BLVD 64134,38.931356,-94.50775
346,TOWN TOPIC,AMUSEMENT DEVICE EXHIBITOR,"{'type': 'Point', 'coordinates': [-94.58894, 39.088445]}",2021 BROADWAY 64108-,39.088445,-94.58894
347,TIGER TAIL,RESTAURANT-BAR,"{'type': 'Point', 'coordinates': [-94.581812, 39.104278]}",813 WALNUT 64106-,39.104278,-94.581812
